"","id","first_name","last_name","team.x","position","age","exp","pos.x","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","player","pos.y","team.y","opp_team","draftkings_cost","draftkings_fp","draftkings_value"
"96","9448","LeSean","McCoy","KCC","RB",31,10,"RB","weighted",11.1685163140796,31,0.165261528937972,2.22252093660069,8.2,13.72485125,NA,"LeSean McCoy","RB","KC","OAK","$4700","10.84","2.31"
"97","9474","Jared","Cook","NOS","TE",32,10,"TE","average",10.3673333333333,11,0.591798611111113,1.18559826669914,9.216,12.2164,2,"Jared Cook","TE","NO","LA","$4700","9.48","2.02"
"98","9474","Jared","Cook","NOS","TE",32,10,"TE","robust",9.864,11,0.185499999999999,1.0037202,9.216,12.2164,2,"Jared Cook","TE","NO","LA","$4700","9.48","2.02"
"99","9474","Jared","Cook","NOS","TE",32,10,"TE","weighted",10.3928133649664,11,0.518454670716288,1.38327393684564,9.2,12.3629866754617,2,"Jared Cook","TE","NO","LA","$4700","9.48","2.02"
"100","9662","Julian","Edelman","NEP","WR",33,10,"WR","average",17.7092833333333,9,0.332325000000001,1.78277027103486,15.47695,20.0585,2,"Julian Edelman","WR","NE","MIA","$6900","15.26","2.21"
"101","9662","Julian","Edelman","NEP","WR",33,10,"WR","robust",17.26225,9,0.458000000000006,1.193493,15.47695,20.0585,2,"Julian Edelman","WR","NE","MIA","$6900","15.26","2.21"
"102","9662","Julian","Edelman","NEP","WR",33,10,"WR","weighted",17.5913338628644,10,0.369330986202321,2.09055020618462,15.303,20.2543944591029,2,"Julian Edelman","WR","NE","MIA","$6900","15.26","2.21"
"103","9706","Chase","Daniel","CHI","QB",33,10,"QB","average",0.739733333333333,70,0.0837,0.366797666295739,0.0316,0.804,12,"Chase Daniel","QB","CHI","DEN","$4300","0","N/A"
"104","9706","Chase","Daniel","CHI","QB",33,10,"QB","robust",0.7608,68,0.0937999999999999,0.54974808,0.0316,0.804,12,"Chase Daniel","QB","CHI","DEN","$4300","0","N/A"
"105","9706","Chase","Daniel","CHI","QB",33,10,"QB","weighted",0.698289585980647,54,0.0410565344678223,0.357626912477902,0,0.728546511627907,12,"Chase Daniel","QB","CHI","DEN","$4300","0","N/A"
"106","9714","Brian","Hoyer","IND","QB",34,10,"QB","average",0.785141666666667,68,0.0372416666666667,0.431741001064296,0.09508,1.0976,12,"Brian Hoyer","QB","IND","TEN","$4100","0","N/A"
"107","9714","Brian","Hoyer","IND","QB",34,10,"QB","robust",0.6401,71,0.0290500000000001,0.30704646,0.09508,1.0976,12,"Brian Hoyer","QB","IND","TEN","$4100","0","N/A"
"108","9714","Brian","Hoyer","IND","QB",34,10,"QB","weighted",0.654701993482243,56,0.0716960932913162,0.363984986582635,0,0.769718023255814,12,"Brian Hoyer","QB","IND","TEN","$4100","0","N/A"
"109","9831","Golden","Tate","NYG","WR",31,9,"WR","average",0.006,174,0.006,0.00424264068711928,3e-04,0.0057,17,"Golden Tate","WR","NYG","BUF","$4500","0.01","N/A"
"110","9831","Golden","Tate","NYG","WR",31,9,"WR","robust",0.006,174,0.006,0.0044478,3e-04,0.0057,17,"Golden Tate","WR","NYG","BUF","$4500","0.01","N/A"
"111","9831","Golden","Tate","NYG","WR",31,9,"WR","weighted",0.006,171,0.006,0.00424264068711929,0,0.00532732919254658,17,"Golden Tate","WR","NYG","BUF","$4500","0.01","N/A"
"112","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","average",9.09816666666667,54,0.26535119047619,6.13329991929304,4.898,18.17675,5,"Demaryius Thomas","WR","NYJ","CLE","$3400","5.65","1.66"
"113","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","robust",7.399,71,0.194625,2.5856544,4.898,18.17675,5,"Demaryius Thomas","WR","NYJ","CLE","$3400","5.65","1.66"
"114","9884","Demaryius","Thomas","NYJ","WR",32,9,"WR","weighted",6.99425147284005,73,0.0602638423207393,2.13690722607648,4.65,9.11234255319149,5,"Demaryius Thomas","WR","NYJ","CLE","$3400","5.65","1.66"
"115","9899","Colt","McCoy","WAS","QB",33,9,"QB","average",0,83,0.04,NA,0,0,14,"Colt McCoy","QB","WSH","DAL","$4000","0","N/A"
"116","9899","Colt","McCoy","WAS","QB",33,9,"QB","robust",0,83,0.04,0,0,0,14,"Colt McCoy","QB","WSH","DAL","$4000","0","N/A"
"117","9899","Colt","McCoy","WAS","QB",33,9,"QB","weighted",0,69,0.04,NA,0,0,14,"Colt McCoy","QB","WSH","DAL","$4000","0","N/A"
"118","9912","Ed","Dickson","SEA","TE",32,9,"TE","average",0,98,NA,NA,0,0,13,"Ed Dickson","TE","SEA","PIT","N/A","0","N/A"
"119","9912","Ed","Dickson","SEA","TE",32,9,"TE","robust",0,98,NA,0,0,0,13,"Ed Dickson","TE","SEA","PIT","N/A","0","N/A"
"120","9912","Ed","Dickson","SEA","TE",32,9,"TE","weighted",0,98,NA,NA,0,0,13,"Ed Dickson","TE","SEA","PIT","N/A","0","N/A"
"121","9918","Emmanuel","Sanders","DEN","WR",32,9,"WR","average",11.5291083333333,39,0.158555952380953,1.7996300413458,9.4322,13.9928,4,"Emmanuel Sanders","WR","DEN","CHI","$4700","9.5","2.02"
"122","9918","Emmanuel","Sanders","DEN","WR",32,9,"WR","robust",11.4,38,0.19225,2.1705264,9.4322,13.9928,4,"Emmanuel Sanders","WR","DEN","CHI","$4700","9.5","2.02"
"123","9918","Emmanuel","Sanders","DEN","WR",32,9,"WR","weighted",11.5049888726822,40,0.459732903092195,2.09963147567019,9.4,14.0098177370031,4,"Emmanuel Sanders","WR","DEN","CHI","$4700","9.5","2.02"
"124","9921","Andre","Roberts","BUF","WR",31,9,"WR","average",4.0365,108,0.156161446517954,6.43959964464666,0.60215,11.6965,9,"Andre Roberts","WR","BUF","NYG","$3000","0.66","0.22"
"125","9921","Andre","Roberts","BUF","WR",31,9,"WR","robust",0.9775,150,0.00437500000000002,0.237216,0.60215,11.6965,9,"Andre Roberts","WR","BUF","NYG","$3000","0.66","0.22"
